season,week,celebrity_name,vote_hat,vote_share_hat,uncertainty
33,3,Tori Spelling,226.0889831143317,2.2608898311433172e-05,0.00010212965584877882
33,4,Brooks Nader,1088905.6086880618,0.10889056086880619,0.00010212965584877882
33,4,Chandler Kinney,1088962.323596027,0.10889623235960269,0.00010212965584877882
33,4,Danny Amendola,1225557.7164360373,0.12255577164360373,0.00010212965584877882
33,4,Dwight Howard ,987332.0871453118,0.09873320871453117,0.00010212965584877882
33,4,Eric Roberts,103.24750600791135,1.0324750600791135e-05,0.00010212965584877882
33,4,Ilona Maher,1088897.281476721,0.10888972814767209,0.00010212965584877882
33,4,Jenn Tran,1088689.3704150002,0.10886893704150002,0.00010212965584877882
33,4,Joey Graziadei,1225592.0997655299,0.12255920997655298,0.00010212965584877882
33,4,Phaedra Parks,1088687.3920227308,0.10886873920227308,0.00010212965584877882
33,4,Reginald VelJohnson,109.74695677508117,1.0974695677508117e-05,0.00010212965584877882
33,4,Stephen Nedoroscik,1122343.3887032426,0.11223433887032427,0.00010212965584877882
33,5,Brooks Nader,95.2506877215903,9.52506877215903e-06,0.00010212965584877882
33,5,Chandler Kinney,1336511.0709278688,0.13365110709278688,0.00010212965584877882
33,5,Danny Amendola,1258871.6040929093,0.12588716040929093,0.00010212965584877882
33,5,Dwight Howard ,1190972.4345529359,0.1190972434552936,0.00010212965584877882
33,5,Ilona Maher,1285113.1013328396,0.12851131013328396,0.00010212965584877882
33,5,Jenn Tran,1258992.4949135133,0.12589924949135134,0.00010212965584877882
33,5,Joey Graziadei,1285140.9087330976,0.12851409087330976,0.00010212965584877882
33,5,Phaedra Parks,1190961.2646530857,0.11909612646530857,0.00010212965584877882
33,5,Stephen Nedoroscik,1191055.8713944783,0.11910558713944783,0.00010212965584877882
33,6,Chandler Kinney,1554449.8307830212,0.15544498307830212,0.00010212965584877882
33,6,Danny Amendola,1361781.3800889237,0.13617813800889236,0.00010212965584877882
33,6,Dwight Howard ,1507836.5499576046,0.15078365499576046,0.00010212965584877882
33,6,Ilona Maher,1168619.3487260104,0.11686193487260105,0.00010212965584877882
33,6,Jenn Tran,1507943.0101571972,0.15079430101571972,0.00010212965584877882
33,6,Joey Graziadei,1554312.0198592558,0.15543120198592558,0.00010212965584877882
33,6,Phaedra Parks,86.4561285140848,8.645612851408479e-06,0.00010212965584877882
33,6,Stephen Nedoroscik,1361704.4039708043,0.13617044039708043,0.00010212965584877882
33,7,Chandler Kinney,1874589.4293138299,0.187458942931383,0.00010212965584877882
33,7,Danny Amendola,1592821.840147306,0.1592821840147306,0.00010212965584877882
33,7,Dwight Howard ,1497931.2556147173,0.14979312556147173,0.00010212965584877882
33,7,Ilona Maher,1623564.87501226,0.162356487501226,0.00010212965584877882
33,7,Jenn Tran,78.18106673368551,7.81810667336855e-06,0.00010212965584877882
33,7,Joey Graziadei,1717613.703196208,0.1717613703196208,0.00010212965584877882
33,7,Stephen Nedoroscik,1686001.5141117466,0.16860015141117465,0.00010212965584877882
33,8,Chandler Kinney,2073535.5259161552,0.20735355259161553,0.00010212965584877882
33,8,Danny Amendola,1927861.8148382881,0.1927861814838288,0.00010212965584877882
33,8,Dwight Howard ,53.739426254072974,5.373942625407298e-06,0.00010212965584877882
33,8,Ilona Maher,2034375.0662151503,0.20343750662151502,0.00010212965584877882
33,8,Joey Graziadei,2073668.2406797346,0.20736682406797347,0.00010212965584877882
33,8,Stephen Nedoroscik,1888826.6686542882,0.18888266686542882,0.00010212965584877882
33,9,Chandler Kinney,2063043.8760692293,0.20630438760692293,0.00010212965584877882
33,9,Danny Amendola,1926496.9545604216,0.19264969545604216,0.00010212965584877882
33,9,Ilona Maher,1958787.9912678937,0.19587879912678938,0.00010212965584877882
33,9,Joey Graziadei,2028163.148612414,0.2028163148612414,0.00010212965584877882
33,9,Stephen Nedoroscik,2027684.997792148,0.2027684997792148,0.00010212965584877882
34,2,Alix Earle,819022.846186175,0.0819022846186175,0.00010212965584877882
34,2,Andy Richter,633562.9329091036,0.06335629329091036,0.00010212965584877882
34,2,Baron Davis,705148.7664215119,0.07051487664215118,0.00010212965584877882
34,2,Corey Feldman,584851.2891864466,0.05848512891864466,0.00010212965584877882
34,2,Danielle Fishel,742433.9633907817,0.07424339633907817,0.00010212965584877882
34,2,Dylan Efron,783414.0956706138,0.07834140956706138,0.00010212965584877882
34,2,Elaine Hendrix,819068.1002105846,0.08190681002105846,0.00010212965584877882
34,2,Hilaria Baldwin,818813.8302789876,0.08188138302789877,0.00010212965584877882
34,2,Jen Affleck,859971.1451078018,0.08599711451078018,0.00010212965584877882
34,2,Jordan Chiles,860127.2309604449,0.08601272309604449,0.00010212965584877882
34,2,Lauren Jauregui,818760.2490432364,0.08187602490432364,0.00010212965584877882
34,2,Scott Hoying,705146.5851503079,0.07051465851503079,0.00010212965584877882
34,2,Whitney Leavitt,860097.7248686078,0.08600977248686079,0.00010212965584877882
34,3,Alix Earle,979293.9038930868,0.09792939038930869,0.00010212965584877882
34,3,Andy Richter,765888.5605161213,0.07658885605161213,0.00010212965584877882
34,3,Baron Davis,12.078237325450177,1.2078237325450176e-06,0.00010212965584877882
34,3,Corey Feldman,18.577688091953856,1.8577688091953856e-06,0.00010212965584877882
34,3,Danielle Fishel,888616.543968994,0.0888616543968994,0.00010212965584877882
34,3,Dylan Efron,979333.980536215,0.0979333980536215,0.00010212965584877882
34,3,Elaine Hendrix,891307.7950698104,0.08913077950698103,0.00010212965584877882
34,3,Hilaria Baldwin,933303.1638330846,0.09333031638330846,0.00010212965584877882
34,3,Jen Affleck,806597.1654584445,0.08065971654584445,0.00010212965584877882
34,3,Jordan Chiles,1024353.7263745912,0.10243537263745912,0.00010212965584877882
34,3,Lauren Jauregui,765890.5389083906,0.07658905389083906,0.00010212965584877882
34,3,Scott Hoying,933067.6848006349,0.09330676848006349,0.00010212965584877882
34,3,Whitney Leavitt,1024546.093436255,0.1024546093436255,0.00010212965584877882
34,4,Alix Earle,1062756.7983278185,0.10627567983278186,0.00010212965584877882
34,4,Andy Richter,798200.6254849932,0.07982006254849933,0.00010212965584877882
34,4,Danielle Fishel,929114.0350946345,0.09291140350946345,0.00010212965584877882
34,4,Dylan Efron,1014320.0092612486,0.10143200092612487,0.00010212965584877882
34,4,Elaine Hendrix,1062754.819935549,0.10627548199355491,0.00010212965584877882
34,4,Hilaria Baldwin,1014288.963146715,0.1014288963146715,0.00010212965584877882
34,4,Jen Affleck,1014637.7888711646,0.10146377888711645,0.00010212965584877882
34,4,Jordan Chiles,1062798.4956739321,0.10627984956739321,0.00010212965584877882
34,4,Lauren Jauregui,104.87760347338428,1.0487760347338429e-05,0.00010212965584877882
34,4,Scott Hoying,929001.4992211392,0.09290014992211393,0.00010212965584877882
34,4,Whitney Leavitt,1108609.9722030673,0.11086099722030672,0.00010212965584877882
34,5,Alix Earle,1257735.617623256,0.1257735617623256,0.00010212965584877882
34,5,Andy Richter,863471.5348080266,0.08634715348080266,0.00010212965584877882
34,5,Danielle Fishel,1045651.6917384278,0.10456516917384279,0.00010212965584877882
34,5,Dylan Efron,1295488.7778038243,0.12954887778038243,0.00010212965584877882
34,5,Elaine Hendrix,1079681.3078641307,0.10796813078641307,0.00010212965584877882
34,5,Hilaria Baldwin,95.25068772217315,9.525068772217316e-06,0.00010212965584877882
34,5,Jen Affleck,1045838.0708358334,0.10458380708358335,0.00010212965584877882
34,5,Jordan Chiles,1149599.3313833515,0.11495993313833515,0.00010212965584877882
34,5,Scott Hoying,1079662.1073759045,0.10796621073759044,0.00010212965584877882
34,5,Whitney Leavitt,1190666.9164641004,0.11906669164641004,0.00010212965584877882
34,6,Alix Earle,1149799.0334276406,0.11497990334276406,0.00010212965584877882
34,6,Andy Richter,887908.9590646471,0.0887908959064647,0.00010212965584877882
34,6,Danielle Fishel,1183173.074214195,0.1183173074214195,0.00010212965584877882
34,6,Dylan Efron,1055171.5306907652,0.10551715306907652,0.00010212965584877882
34,6,Elaine Hendrix,1183196.418987388,0.11831964189873881,0.00010212965584877882
34,6,Jen Affleck,1055190.3518548748,0.10551903518548748,0.00010212965584877882
34,6,Jordan Chiles,1283215.9273443203,0.12832159273443203,0.00010212965584877882
34,6,Scott Hoying,920425.1268799854,0.09204251268799854,0.00010212965584877882
34,6,Whitney Leavitt,1283126.4372417175,0.12831264372417175,0.00010212965584877882
34,7,Alix Earle,1476957.675979177,0.1476957675979177,0.00010212965584877882
34,7,Andy Richter,993651.1568252547,0.09936511568252547,0.00010212965584877882
34,7,Danielle Fishel,1202750.7419658008,0.12027507419658008,0.00010212965584877882
34,7,Dylan Efron,1305102.5392557774,0.13051025392557775,0.00010212965584877882
34,7,Elaine Hendrix,1099723.1086675497,0.10997231086675496,0.00010212965584877882
34,7,Jen Affleck,1169896.928774227,0.11698969287742268,0.00010212965584877882
34,7,Jordan Chiles,1305238.8619948253,0.13052388619948252,0.00010212965584877882
34,7,Scott Hoying,86.45612851400153,8.645612851400153e-06,0.00010212965584877882
34,7,Whitney Leavitt,1444522.3250308465,0.14445223250308464,0.00010212965584877882
34,8,Alix Earle,1458074.6869033047,0.14580746869033046,0.00010212965584877882
34,8,Andy Richter,1293692.3857602894,0.12936923857602894,0.00010212965584877882
34,8,Danielle Fishel,1402612.0909627737,0.14026120909627737,0.00010212965584877882
34,8,Dylan Efron,1444314.6679190607,0.14443146679190608,0.00010212965584877882
34,8,Elaine Hendrix,1420324.842492679,0.1420324842492679,0.00010212965584877882
34,8,Jen Affleck,59.30775306263951,5.930775306263952e-06,0.00010212965584877882
34,8,Jordan Chiles,1482057.8657418564,0.14820578657418565,0.00010212965584877882
34,8,Whitney Leavitt,1498040.3122366453,0.14980403122366454,0.00010212965584877882
34,9,Alix Earle,1755126.8652696677,0.17551268652696678,0.00010212965584877882
34,9,Andy Richter,1271728.9033741208,0.12717289033741208,0.00010212965584877882
34,9,Danielle Fishel,46.43728754086011,4.643728754086011e-06,0.00010212965584877882
34,9,Dylan Efron,1839717.618048662,0.1839717618048662,0.00010212965584877882
34,9,Elaine Hendrix,1581442.2344547065,0.15814422344547066,0.00010212965584877882
34,9,Jordan Chiles,1709845.476818298,0.1709845476818298,0.00010212965584877882
34,9,Whitney Leavitt,1839615.4650750586,0.18396154650750587,0.00010212965584877882
34,10,Alix Earle,2034337.321239366,0.2034337321239366,0.00010212965584877882
34,10,Andy Richter,68.12883308205694,6.812883308205695e-06,0.00010212965584877882
34,10,Dylan Efron,1928266.2358454205,0.19282662358454206,0.00010212965584877882
34,10,Elaine Hendrix,1997234.0165552164,0.19972340165552163,0.00010212965584877882
34,10,Jordan Chiles,1997192.931873046,0.1997192931873046,0.00010212965584877882
34,10,Whitney Leavitt,2033958.3614588105,0.20339583614588105,0.00010212965584877882
34,11,Alix Earle,2541399.3056953265,0.25413993056953266,0.00010212965584877882
34,11,Dylan Efron,2484854.5473472523,0.24848545473472525,0.00010212965584877882
34,11,Elaine Hendrix,2463290.8567185528,0.2463290856718553,0.00010212965584877882
34,11,Jordan Chiles,2514790.3853156967,0.25147903853156967,0.00010212965584877882
34,11,Whitney Leavitt,50.57089303720675,5.057089303720675e-06,0.00010212965584877882
