Season,Week,Name,industry,Judge_Score,vote_share,Fan_Share,uncertainty,Is_Eliminated,eliminated_week,Rank_Judge,Rank_Fan,Rank_Sum,Final_Place_RankMethod,Eliminated_By_Rank,Pct_Judge,Pct_Fan,Pct_Total,Final_Place_PctMethod,Eliminated_By_Pct
1,3,Kelly Monaco,Actor/Actress,21.0,0.2145,0.21593687,0.05,0,99,4.0,3.0,7.0,4.0,0,19.81132075471698,21.593685488442016,41.405006243158994,4.0,0
1,3,Rachel Hunter,Model,26.0,0.2145,0.2098332,0.05,0,4,1.0,4.0,5.0,2.0,0,24.528301886792452,20.9833185311677,45.51162041796015,1.0,0
1,4,Joey McIntyre,Singer/Rapper,20.0,0.2891,0.26172903,0.05,0,99,4.0,2.0,6.0,3.0,1,21.73913043478261,26.17290273827097,47.91203317305358,4.0,1
1,4,John O'Hurley,Actor/Actress,21.0,0.2662,0.27180502,0.05,0,99,3.0,1.0,4.0,1.0,0,22.82608695652174,27.180501728194983,50.00658868471672,2.0,0
1,4,Kelly Monaco,Actor/Actress,26.0,0.2662,0.25459194,0.05,0,99,1.0,3.0,4.0,1.0,0,28.26086956521739,25.459193745408065,53.720063310625456,1.0,0
1,4,Rachel Hunter,Model,25.0,0.1786,0.21187402,0.08,1,4,2.0,4.0,6.0,3.0,1,27.173913043478258,21.187401788125985,48.36131483160425,3.0,0
1,5,Joey McIntyre,Singer/Rapper,22.5,0.3702,0.29736143,0.05,0,99,3.0,3.0,6.0,3.0,1,30.82191780821918,29.736143297361433,60.55806110558061,3.0,1
1,5,John O'Hurley,Actor/Actress,27.0,0.3675,0.40489396,0.05,0,99,1.0,1.0,2.0,1.0,0,36.986301369863014,40.48939640489397,77.47569777475698,1.0,0
1,5,Kelly Monaco,Actor/Actress,23.5,0.2623,0.2977446,0.05,0,99,2.0,2.0,4.0,2.0,0,32.19178082191781,29.77446029774461,61.96624111966242,2.0,0
1,6,John O'Hurley,Actor/Actress,27.0,,0.5120813,0.05,0,99,2.0,1.0,3.0,1.0,1,49.54128440366973,51.20812846375614,100.74941286742586,1.0,0
1,6,Kelly Monaco,Actor/Actress,27.5,,0.48791873,0.05,0,99,1.0,2.0,3.0,1.0,1,50.45871559633027,48.79187153624385,99.25058713257413,2.0,1
2,1,Drew Lachey,Singer/Rapper,24.0,0.1114,0.112595454,0.05,0,99,1.0,1.0,2.0,1.0,0,12.307692307692308,11.259544949618203,23.56723725731051,1.0,0
2,1,George Hamilton,Actor/Actress,18.0,0.1061,0.10675644,0.05,0,6,8.0,4.0,12.0,4.0,0,9.230769230769232,10.675643572974257,19.90641280374349,8.0,0
2,1,Giselle Fernandez,News Anchor,23.0,0.1033,0.09918448,0.05,0,3,2.0,9.0,11.0,3.0,0,11.794871794871794,9.918447603262097,21.71331939813389,3.0,0
2,1,Jerry Rice,Athlete,21.0,0.1033,0.10427393,0.05,0,99,5.0,7.0,12.0,4.0,0,10.76923076923077,10.427392582904298,21.19662335213507,5.0,0
2,1,Kenny Mayne,Sports Broadcaster,13.0,0.044,0.045072697,0.08,1,1,9.0,10.0,19.0,10.0,1,6.666666666666667,4.50726951970922,11.173936186375887,10.0,1
2,1,Lisa Rinna,Actor/Actress,19.0,0.105,0.105816595,0.05,0,7,7.0,5.0,12.0,4.0,0,9.743589743589745,10.581659076733638,20.32524882032338,7.0,0
2,1,Master P,Singer/Rapper,12.0,0.1116,0.1105063,0.05,0,4,10.0,2.0,12.0,4.0,0,6.153846153846154,11.050629557974819,17.204475711820972,9.0,0
2,1,Stacy Keibler,Athlete,22.0,0.1033,0.103026904,0.05,0,99,4.0,8.0,12.0,4.0,0,11.282051282051283,10.302689987892402,21.584741269943684,4.0,0
2,1,Tatum O'Neal,Actor/Actress,23.0,0.1051,0.10755773,0.05,0,2,2.0,3.0,5.0,2.0,0,11.794871794871794,10.755772569769098,22.550644364640892,2.0,0
2,1,Tia Carrere,Actor/Actress,20.0,0.1069,0.10520951,0.05,0,5,6.0,6.0,12.0,4.0,0,10.256410256410255,10.520950579161978,20.77736083557223,6.0,0
2,2,Drew Lachey,Singer/Rapper,27.0,0.1176,0.12099385,0.05,0,99,2.0,2.0,4.0,2.0,0,13.5,12.099384830608612,25.599384830608614,2.0,0
2,2,George Hamilton,Actor/Actress,22.0,0.1176,0.11673173,0.05,0,6,5.0,4.0,9.0,3.0,0,11.0,11.673172836575581,22.67317283657558,5.0,0
2,2,Giselle Fernandez,News Anchor,24.0,0.1176,0.11093475,0.05,0,3,3.0,8.0,11.0,5.0,0,12.0,11.093474844691352,23.09347484469135,4.0,0
2,2,Jerry Rice,Athlete,23.0,0.1176,0.116391785,0.05,0,99,4.0,6.0,10.0,4.0,0,11.5,11.639178337051503,23.139178337051504,3.0,0
2,2,Lisa Rinna,Actor/Actress,20.0,0.1176,0.116645515,0.05,0,7,7.0,5.0,12.0,6.0,0,10.0,11.664551336696281,21.66455133669628,7.0,0
2,2,Master P,Singer/Rapper,16.0,0.1214,0.12096775,0.05,0,4,9.0,3.0,12.0,6.0,0,8.0,12.096774830645153,20.096774830645153,8.0,0
2,2,Stacy Keibler,Athlete,29.0,0.1176,0.122570224,0.05,0,99,1.0,1.0,2.0,1.0,0,14.499999999999998,12.257022228401688,26.757022228401688,1.0,0
2,2,Tatum O'Neal,Actor/Actress,17.0,0.0557,0.05977804,0.08,1,2,8.0,9.0,17.0,9.0,1,8.5,5.977803916310745,14.477803916310744,9.0,1
2,2,Tia Carrere,Actor/Actress,22.0,0.1176,0.11498637,0.05,0,5,5.0,7.0,12.0,6.0,0,11.0,11.498636839019085,22.498636839019085,6.0,0
2,3,Drew Lachey,Singer/Rapper,27.0,0.1389,0.13636349,0.05,0,99,1.0,3.0,4.0,2.0,0,14.835164835164836,13.636348590909542,28.471513426074377,2.0,0
2,3,George Hamilton,Actor/Actress,22.0,0.1309,0.12851608,0.05,0,6,5.0,6.0,11.0,6.0,0,12.087912087912088,12.85160761445177,24.93951970236386,5.0,0
2,3,Giselle Fernandez,News Anchor,22.0,0.0668,0.0688406,0.08,1,3,5.0,8.0,13.0,7.0,0,12.087912087912088,6.884059793478206,18.971971881390296,8.0,1
2,3,Jerry Rice,Athlete,19.0,0.1309,0.12709351,0.05,0,99,7.0,7.0,14.0,8.0,1,10.43956043956044,12.709350618719482,23.14891105827992,6.0,0
2,3,Lisa Rinna,Actor/Actress,25.0,0.1309,0.13113812,0.05,0,7,4.0,4.0,8.0,3.0,0,13.736263736263737,13.113811606585651,26.850075342849387,4.0,0
2,3,Master P,Singer/Rapper,14.0,0.1398,0.13689025,0.05,0,4,8.0,2.0,10.0,5.0,0,7.6923076923076925,13.68902458932926,21.381332281636954,7.0,0
2,3,Stacy Keibler,Athlete,27.0,0.1309,0.14076754,0.05,0,99,1.0,1.0,2.0,1.0,0,14.835164835164836,14.076753577697392,28.911918412862228,1.0,0
2,3,Tia Carrere,Actor/Actress,26.0,0.1309,0.13039044,0.05,0,5,3.0,5.0,8.0,3.0,0,14.285714285714285,13.03904360882869,27.324757894542977,3.0,0
2,4,Drew Lachey,Singer/Rapper,28.0,0.1526,0.15378807,0.05,0,99,1.0,2.0,3.0,1.0,0,17.72151898734177,15.378806692423867,33.10032567976564,1.0,0
2,4,George Hamilton,Actor/Actress,21.0,0.1526,0.14926226,0.05,0,6,6.0,5.0,11.0,5.0,0,13.291139240506327,14.926225701475484,28.217364941981813,6.0,0
2,4,Jerry Rice,Athlete,24.0,0.1526,0.14669955,0.05,0,99,5.0,6.0,11.0,5.0,0,15.18987341772152,14.669954706600905,29.859828124322426,5.0,0
2,4,Lisa Rinna,Actor/Actress,26.0,0.1526,0.15394038,0.05,0,7,2.0,1.0,3.0,1.0,0,16.455696202531644,15.394037692119245,31.84973389465089,2.0,0
2,4,Master P,Singer/Rapper,8.0,0.0847,0.0947312,0.08,1,4,7.0,7.0,14.0,7.0,1,5.063291139240507,9.473119810537604,14.53641094977811,7.0,1
2,4,Stacy Keibler,Athlete,26.0,0.1526,0.1511217,0.05,0,99,2.0,3.0,5.0,3.0,0,16.455696202531644,15.112169697756606,31.56786590028825,3.0,0
2,4,Tia Carrere,Actor/Actress,25.0,0.1526,0.15045686,0.05,0,5,4.0,4.0,8.0,4.0,0,15.822784810126583,15.045685699086283,30.868470509212866,4.0,0
2,5,Drew Lachey,Singer/Rapper,27.0,0.1787,0.1834066,0.05,0,99,2.0,1.0,3.0,1.0,0,17.880794701986755,18.340660550219816,36.22145525220657,2.0,0
2,5,George Hamilton,Actor/Actress,24.0,0.1787,0.17829086,0.05,0,6,4.0,3.0,7.0,4.0,0,15.894039735099339,17.829086534872594,33.723126269971935,4.0,0
2,5,Jerry Rice,Athlete,23.0,0.1787,0.17455123,0.05,0,99,5.0,5.0,10.0,5.0,0,15.2317880794702,17.455123523653704,32.6869116031239,5.0,0
2,5,Lisa Rinna,Actor/Actress,25.0,0.1787,0.17878135,0.05,0,7,3.0,2.0,5.0,2.0,0,16.55629139072848,17.878135536344065,34.43442692707254,3.0,0
2,5,Stacy Keibler,Athlete,30.0,0.1787,0.17552991,0.05,0,99,1.0,4.0,5.0,2.0,0,19.867549668874172,17.552991526589746,37.42054119546392,1.0,0
2,5,Tia Carrere,Actor/Actress,22.0,0.1063,0.10944002,0.08,1,5,6.0,6.0,12.0,6.0,1,14.56953642384106,10.94400232832007,25.51353875216113,6.0,1
2,6,Drew Lachey,Singer/Rapper,30.0,0.2158,0.22178148,0.05,0,99,1.0,2.0,3.0,2.0,0,22.55639097744361,22.178146891092656,44.734537868536265,2.0,0
2,6,George Hamilton,Actor/Actress,23.0,0.1369,0.14319623,0.08,1,6,4.0,5.0,9.0,5.0,1,17.293233082706767,14.319622284018887,31.612855366725654,5.0,1
2,6,Jerry Rice,Athlete,23.0,0.2158,0.19465761,0.05,0,99,4.0,4.0,8.0,4.0,0,17.293233082706767,19.465760026712,36.75899310941877,4.0,0
2,6,Lisa Rinna,Actor/Actress,27.0,0.2158,0.21712346,0.05,0,7,3.0,3.0,6.0,3.0,0,20.30075187969925,21.712344914382754,42.013096794082,3.0,0
2,6,Stacy Keibler,Athlete,30.0,0.2158,0.22324127,0.05,0,99,1.0,1.0,2.0,1.0,0,22.55639097744361,22.32412588379371,44.88051686123732,1.0,0
2,7,Drew Lachey,Singer/Rapper,27.5,0.2742,0.29572818,0.05,0,99,1.0,1.0,2.0,1.0,0,26.96078431372549,29.572818591456375,56.533602905181866,1.0,0
2,7,Jerry Rice,Athlete,20.5,0.2714,0.22139157,0.05,0,99,4.0,3.0,7.0,3.0,1,20.098039215686274,22.13915744278315,42.23719665846943,4.0,1
2,7,Lisa Rinna,Actor/Actress,26.5,0.1829,0.19678247,0.08,1,7,3.0,4.0,7.0,3.0,1,25.98039215686275,19.678247393564945,45.658639550427694,3.0,0
2,7,Stacy Keibler,Athlete,27.5,0.2714,0.28609776,0.05,0,99,1.0,2.0,3.0,2.0,0,26.96078431372549,28.60977657219553,55.57056088592102,2.0,0
2,8,Drew Lachey,Singer/Rapper,28.9998,0.3685,0.3612346,0.05,0,99,1.0,2.0,3.0,1.0,0,34.38729131809769,36.12346072246921,70.5107520405669,1.0,0
2,8,Jerry Rice,Athlete,26.666600000000003,0.3685,0.36385998,0.05,0,99,3.0,1.0,4.0,2.0,0,31.620636785880723,36.38599872771997,68.0066355136007,2.0,0
2,8,Stacy Keibler,Athlete,28.6665,0.2631,0.2749054,0.05,0,99,2.0,3.0,5.0,3.0,1,33.9920718960216,27.49054054981081,61.48261244583241,3.0,1
3,1,Emmitt Smith,Athlete,24.0,0.0898,0.09144894,0.05,0,99,2.0,8.0,10.0,5.0,0,11.320754716981133,9.144894448099828,20.46564916508096,2.0,0
3,1,Harry Hamlin,Actor/Actress,17.0,0.0945,0.094543025,0.05,0,3,8.0,5.0,13.0,7.0,0,8.018867924528301,9.454302963260846,17.473170887789145,7.0,0
3,1,Jerry Springer,TV Personality,16.0,0.0849,0.086169064,0.05,0,7,9.0,9.0,18.0,10.0,0,7.547169811320755,8.616906822228435,16.16407663354919,10.0,0
3,1,Joey Lawrence,Actor/Actress,21.0,0.0959,0.095340855,0.05,0,99,5.0,4.0,9.0,3.0,0,9.90566037735849,9.534085967170212,19.4397463445287,5.0,0
3,1,Mario Lopez,Actor/Actress,26.0,0.095,0.099615976,0.05,0,99,1.0,3.0,4.0,1.0,0,12.264150943396226,9.961598088118304,22.225749031514532,1.0,0
3,1,Monique Coleman,Actor/Actress,19.0,0.0952,0.09415629,0.05,0,8,6.0,7.0,13.0,7.0,0,8.962264150943396,9.415629461365842,18.377893612309236,6.0,0
3,1,Sara Evans,Singer/Rapper,15.0,0.0996,0.10019798,0.05,0,98,10.0,2.0,12.0,6.0,0,7.0754716981132075,10.019798490970127,17.095270189083333,8.0,0
3,1,Shanna Moakler,Model,18.0,0.0822,0.08064475,0.05,0,2,7.0,10.0,17.0,9.0,0,8.49056603773585,8.064475395159294,16.555041432895145,9.0,0
3,1,Tucker Carlson,TV Personality,12.0,0.0684,0.063083716,0.08,1,1,11.0,11.0,22.0,11.0,1,5.660377358490567,6.308371909110224,11.96874926760079,11.0,1
3,1,Vivica A. Fox,Actor/Actress,22.0,0.0943,0.094464175,0.05,0,4,3.0,6.0,9.0,3.0,0,10.377358490566039,9.446417962874479,19.823776453440516,4.0,0
3,1,Willa Ford,Singer/Rapper,22.0,0.1002,0.10033518,0.05,0,5,3.0,1.0,4.0,1.0,0,10.377358490566039,10.033518491642406,20.410876982208443,3.0,0
3,2,Emmitt Smith,Athlete,24.0,0.0945,0.09716717,0.05,0,99,3.0,8.0,11.0,7.0,0,10.434782608695652,9.716717233201214,20.151499841896864,5.0,0
3,2,Harry Hamlin,Actor/Actress,21.0,0.1034,0.102974534,0.05,0,3,7.0,7.0,14.0,8.0,0,9.130434782608695,10.297453647138889,19.427888429747583,8.0,0
3,2,Jerry Springer,TV Personality,19.0,0.0927,0.09388756,0.05,0,7,10.0,9.0,19.0,10.0,1,8.26086956521739,9.38875622533015,17.64962579054754,9.0,0
3,2,Joey Lawrence,Actor/Actress,29.0,0.1049,0.104516186,0.05,0,99,1.0,6.0,7.0,1.0,0,12.608695652173912,10.451618850838853,23.060314503012766,1.0,0
3,2,Mario Lopez,Actor/Actress,21.0,0.104,0.10538547,0.05,0,99,7.0,3.0,10.0,6.0,0,9.130434782608695,10.538547252925135,19.66898203553383,7.0,0
3,2,Monique Coleman,Actor/Actress,26.0,0.1056,0.10517376,0.05,0,8,2.0,5.0,7.0,1.0,0,11.304347826086957,10.517376252417032,21.82172407850399,2.0,0
3,2,Sara Evans,Singer/Rapper,21.0,0.1079,0.10889795,0.05,0,98,7.0,1.0,8.0,5.0,0,9.130434782608695,10.889795261355086,20.02023004396378,6.0,0
3,2,Shanna Moakler,Model,22.0,0.0722,0.06807575,0.08,1,2,6.0,10.0,16.0,9.0,0,9.565217391304348,6.807575163381804,16.37279255468615,10.0,1
3,2,Vivica A. Fox,Actor/Actress,24.0,0.1055,0.105260886,0.05,0,4,3.0,4.0,7.0,1.0,0,10.434782608695652,10.526088852626133,20.960871461321787,3.0,0
3,2,Willa Ford,Singer/Rapper,23.0,0.1094,0.10866071,0.05,0,5,5.0,2.0,7.0,1.0,0,10.0,10.866071260785711,20.86607126078571,4.0,0
3,3,Emmitt Smith,Athlete,19.0,0.1072,0.10823403,0.05,0,99,9.0,7.0,16.0,8.0,1,9.178743961352657,10.823402123304426,20.002146084657085,8.0,0
3,3,Harry Hamlin,Actor/Actress,22.0,0.0892,0.083076596,0.08,1,3,4.0,9.0,13.0,7.0,0,10.628019323671497,8.307658927079627,18.935678250751124,9.0,1
3,3,Jerry Springer,TV Personality,21.0,0.1072,0.10645837,0.05,0,7,8.0,8.0,16.0,8.0,1,10.144927536231885,10.645836137687272,20.79076367391916,7.0,0
3,3,Joey Lawrence,Actor/Actress,22.0,0.1152,0.11202896,0.05,0,99,4.0,6.0,10.0,6.0,0,10.628019323671497,11.202895092565496,21.830914416236993,6.0,0
3,3,Mario Lopez,Actor/Actress,22.0,0.1094,0.113116965,0.05,0,99,4.0,5.0,9.0,5.0,0,10.628019323671497,11.311695583752657,21.939714907424154,5.0,0
3,3,Monique Coleman,Actor/Actress,27.0,0.1201,0.11795088,0.05,0,8,1.0,4.0,5.0,2.0,0,13.043478260869565,11.795087044597949,24.83856530546751,2.0,0
3,3,Sara Evans,Singer/Rapper,25.0,0.1214,0.11926394,0.05,0,98,3.0,2.0,5.0,2.0,0,12.077294685990339,11.926393033962164,24.003687719952502,3.0,0
3,3,Vivica A. Fox,Actor/Actress,27.0,0.1122,0.11904452,0.05,0,4,1.0,3.0,4.0,1.0,0,13.043478260869565,11.904451035739466,24.947929296609033,1.0,0
3,3,Willa Ford,Singer/Rapper,22.0,0.118,0.12082582,0.05,0,5,4.0,1.0,5.0,2.0,0,10.628019323671497,12.082581021310936,22.71060034498243,4.0,0
3,4,Emmitt Smith,Athlete,24.0,0.1248,0.12625152,0.05,0,99,4.0,6.0,10.0,6.0,0,12.121212121212121,12.625152820634936,24.746364941847055,5.0,0
3,4,Jerry Springer,TV Personality,22.0,0.1193,0.120975815,0.05,0,7,7.0,7.0,14.0,8.0,1,11.11111111111111,12.097582286342849,23.20869339745396,7.0,0
3,4,Joey Lawrence,Actor/Actress,27.0,0.1281,0.12759769,0.05,0,99,3.0,5.0,8.0,4.0,0,13.636363636363635,12.75976982938504,26.396133465748676,3.0,0
3,4,Mario Lopez,Actor/Actress,29.0,0.1225,0.12819488,0.05,0,99,1.0,4.0,5.0,2.0,0,14.646464646464647,12.819488833266776,27.465953479731425,2.0,0
3,4,Monique Coleman,Actor/Actress,24.0,0.1306,0.12981763,0.05,0,8,4.0,3.0,7.0,3.0,0,12.121212121212121,12.981763843814651,25.102975965026772,4.0,0
3,4,Sara Evans,Singer/Rapper,20.0,0.1382,0.13581085,0.05,0,98,8.0,1.0,9.0,5.0,0,10.1010101010101,13.581085882770585,23.682095983780684,6.0,0
3,4,Vivica A. Fox,Actor/Actress,24.0,0.0994,0.09742152,0.08,1,4,4.0,8.0,12.0,7.0,0,12.121212121212121,9.742152633239922,21.863364754452043,8.0,1
3,4,Willa Ford,Singer/Rapper,28.0,0.1372,0.13393003,0.05,0,5,2.0,2.0,4.0,1.0,0,14.14141414141414,13.393003870545254,27.534418011959396,1.0,0
3,5,Emmitt Smith,Athlete,27.0,0.1414,0.13754667,0.05,0,99,1.0,5.0,6.0,3.0,0,14.917127071823206,13.754667550186703,28.67179462200991,3.0,0
3,5,Jerry Springer,TV Personality,24.0,0.1414,0.13703834,0.05,0,7,6.0,6.0,12.0,7.0,1,13.259668508287293,13.703834548153381,26.963503056440672,7.0,1
3,5,Joey Lawrence,Actor/Actress,25.0,0.1501,0.14668562,0.05,0,99,5.0,4.0,9.0,5.0,0,13.812154696132598,14.668562586742501,28.480717282875098,4.0,0
3,5,Mario Lopez,Actor/Actress,27.0,0.1414,0.15857759,0.05,0,99,1.0,1.0,2.0,1.0,0,14.917127071823206,15.857759634310383,30.77488670613359,1.0,0
3,5,Monique Coleman,Actor/Actress,27.0,0.1509,0.1493843,0.05,0,8,1.0,2.0,3.0,2.0,0,14.917127071823206,14.938430597537222,29.85555766936043,2.0,0
3,5,Sara Evans,Singer/Rapper,24.0,0.1571,0.14871763,0.05,0,98,6.0,3.0,9.0,5.0,0,13.259668508287293,14.871763594870544,28.131432103157834,5.0,0
3,5,Willa Ford,Singer/Rapper,27.0,0.1177,0.12204981,0.08,1,5,1.0,7.0,8.0,4.0,0,14.917127071823206,12.204981488199259,27.122108560022465,6.0,0
3,6,Emmitt Smith,Athlete,25.0,0.1641,0.18177038,0.05,0,99,2.0,5.0,7.0,4.0,0,21.1864406779661,18.177038363540767,39.363479041506864,4.0,0
3,6,Jerry Springer,TV Personality,18.0,0.1971,0.19077551,0.05,0,7,5.0,4.0,9.0,5.0,1,15.254237288135593,19.07755138155103,34.331788669686624,5.0,1
3,6,Joey Lawrence,Actor/Actress,24.0,0.2063,0.20805416,0.05,0,99,3.0,2.0,5.0,2.0,0,20.33898305084746,20.805416416108326,41.14439946695579,2.0,0
3,6,Mario Lopez,Actor/Actress,28.0,0.212,0.20629783,0.05,0,99,1.0,3.0,4.0,1.0,0,23.728813559322035,20.629783412595668,44.358596971917706,1.0,0
3,6,Monique Coleman,Actor/Actress,23.0,0.2205,0.2131021,0.05,0,8,4.0,1.0,5.0,2.0,0,19.491525423728813,21.310210426204208,40.801735849933024,3.0,0
3,7,Emmitt Smith,Athlete,28.5,0.1904,0.19214925,0.05,0,99,1.0,4.0,5.0,3.0,0,21.11111111111111,19.21492384710457,40.32603495821568,4.0,0
3,7,Jerry Springer,TV Personality,23.0,0.1586,0.15989229,0.08,1,7,5.0,5.0,10.0,5.0,1,17.037037037037038,15.989228040646317,33.026265077683355,5.0,1
3,7,Joey Lawrence,Actor/Actress,28.5,0.2136,0.21389464,0.05,0,99,1.0,3.0,4.0,1.0,0,21.11111111111111,21.389462716632234,42.500573827743345,2.0,0
3,7,Mario Lopez,Actor/Actress,28.0,0.2146,0.21761274,0.05,0,99,3.0,1.0,4.0,1.0,0,20.74074074074074,21.761272694323637,42.50201343506438,1.0,0
3,7,Monique Coleman,Actor/Actress,27.0,0.2228,0.21645114,0.05,0,8,4.0,2.0,6.0,4.0,0,20.0,21.645112701293236,41.645112701293236,3.0,0
3,8,Emmitt Smith,Athlete,27.0,0.2525,0.248949,0.05,0,99,2.0,3.0,5.0,3.0,0,24.770642201834864,24.894901742643118,49.66554394447798,3.0,0
3,8,Joey Lawrence,Actor/Actress,27.0,0.265,0.26596433,0.05,0,99,2.0,2.0,4.0,2.0,0,24.770642201834864,26.59643486175044,51.3670770635853,2.0,0
3,8,Mario Lopez,Actor/Actress,28.5,0.2722,0.27637264,0.05,0,99,1.0,1.0,2.0,1.0,0,26.146788990825687,27.637265934608614,53.784054925434305,1.0,0
3,8,Monique Coleman,Actor/Actress,26.5,0.2103,0.20871396,0.08,1,8,4.0,4.0,8.0,4.0,1,24.31192660550459,20.87139746099782,45.18332406650241,4.0,1
3,9,Emmitt Smith,Athlete,29.5,0.2904,0.29596734,0.05,0,99,1.0,3.0,4.0,3.0,1,33.33333333333333,29.596733112098008,62.930066445431336,3.0,1
3,9,Joey Lawrence,Actor/Actress,29.5,0.3592,0.35623285,0.05,0,99,1.0,1.0,2.0,1.0,0,33.33333333333333,35.62328393130148,68.95661726463482,1.0,0
3,9,Mario Lopez,Actor/Actress,29.5,0.3504,0.34779984,0.05,0,99,1.0,2.0,3.0,2.0,0,33.33333333333333,34.77998295660051,68.11331628993383,2.0,0
3,10,Emmitt Smith,Athlete,29.666600000000003,,0.46290043,0.05,0,99,1.0,2.0,3.0,2.0,1,50.0,46.29004161129875,96.29004161129875,2.0,1
3,10,Mario Lopez,Actor/Actress,29.666600000000003,,0.5370996,0.05,0,99,1.0,1.0,2.0,1.0,0,50.0,53.70995838870125,103.70995838870125,1.0,0
4,1,Apolo Anton Ohno,Athlete,21.0,0.0922,0.091095656,0.05,0,99,3.0,6.0,9.0,4.0,0,10.194174757281553,9.10956568198609,19.303740439267642,4.0,0
4,1,Billy Ray Cyrus,Singer/Rapper,13.0,0.1059,0.10387297,0.05,0,8,11.0,1.0,12.0,6.0,0,6.310679611650485,10.387297093485673,16.697976705136156,10.0,0
4,1,Clyde Drexler,Athlete,16.0,0.0932,0.09036096,0.05,0,5,9.0,7.0,16.0,8.0,0,7.766990291262135,9.036096081324866,16.803086372587,8.0,0
4,1,Heather Mills,Model,18.0,0.0812,0.07993699,0.05,0,6,7.0,10.0,17.0,10.0,0,8.737864077669903,7.993699071943292,16.731563149613194,9.0,0
4,1,Ian Ziering,Actor/Actress,21.0,0.0987,0.09645895,0.05,0,9,3.0,4.0,7.0,2.0,0,10.194174757281553,9.645895086813056,19.840069844094607,3.0,0
4,1,Joey Fatone,Singer/Rapper,24.0,0.1043,0.10386169,0.05,0,99,1.0,2.0,3.0,1.0,0,11.650485436893204,10.386169093475523,22.03665453036873,1.0,0
4,1,John Ratzenberger,Actor/Actress,17.0,0.0989,0.09728057,0.05,0,7,8.0,3.0,11.0,5.0,0,8.25242718446602,9.728057087552514,17.980484272018536,5.0,0
4,1,Laila Ali,Athlete,23.0,0.0933,0.09199077,0.05,0,99,2.0,5.0,7.0,2.0,0,11.165048543689322,9.199077082791693,20.364125626481012,2.0,0
4,1,Leeza Gibbons,TV Personality,15.0,0.0861,0.08700327,0.05,0,4,10.0,8.0,18.0,11.0,1,7.281553398058252,8.700327078302942,15.981880476361194,11.0,1
4,1,Paulina Porizkova,Model,19.0,0.0823,0.08115367,0.05,0,2,5.0,9.0,14.0,7.0,0,9.223300970873787,8.115367073038303,17.33866804391209,6.0,0
